Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy
787,2015,England,Hospital,287,44,0.1533,0.7955,0.8409,0.119,0.7381,0.1429,0.1163,0.3023,0.3256,0.2558,0,1.59,1,0.68,0.09,6.83,6.68,4.13,0.1463,0.4483,0.1034,0.3793,0.3103,0.0952,0.5,0.0714,0.119,0.1818,0.2326,0.885,0.7303,0.6828,0.9142,0.6,0.553,0.8103,0.209,0.278,0.7247,0.8096,0.6379,0
788,2015,England,Site,1458,246,0.1687,0.8415,0.8636,0.0779,0.7295,0.1926,0.0763,0.2966,0.3856,0.1949,0.0466,0.61,0.55,0.28,0.33,6.79,6.65,4.33,0.185,0.3801,0.1754,0.2865,0.2456,0.0861,0.5652,0.5923,0.6524,0.0945,0.1927,0.885,0.5858,0.4978,0.9189,1,0.422,0.8865,0.167,0.187,0.5632,0.9581,0.6984,0.0327
789,2015,England,Hospital,231,45,0.1948,0.5778,0.6591,0,0.4,0.6,0.0303,0.1818,0.4848,0.2424,0.0606,4.13,1.27,1.24,0.49,6.85,6.72,4.64,0.15,0.5313,0.3438,0.25,0.2813,0.0238,0.5,0.4762,0.4762,0.0811,0.1463,0.857,0.2442,0.4277,0.7852,1,0.517,0.9285,0.214,0,0.4765,0.898,0.8005,0.1364
790,2015,England,Hospital,683,129,0.1889,0.7209,0.9206,0.168,0.632,0.2,0.0738,0.3279,0.3934,0.2049,0,0.52,0.26,0.06,0.03,6.86,6.43,4.83,0.264,0.3846,0.1795,0.2692,0.2692,0.1301,0.8235,0.7521,0.7851,0.1481,0.2752,0.773,0.4452,0.4155,0.6837,0.9,0.308,0.7444,0.271,0.333,0.6686,0.826,0.4846,0.0079
791,2015,England,Hospital,410,56,0.1366,0.9643,0.9464,0.1071,0.7679,0.125,0.0566,0.283,0.4906,0.1509,0.0189,0.09,0.64,0.63,0.42,6.85,6.51,4.08,0.1667,0.3778,0.1111,0.3111,0.1556,0.16,0,0.3,0.3,0.1333,0.2857,0.929,0.5231,0.6168,0.6897,0.854,0.5,0.9045,0.212,0.067,0.5144,0.7139,0.5581,0.0179
792,2015,England,Hospital,445,70,0.1573,0.9571,0.8714,0.0143,0.8714,0.1143,0.0735,0.2353,0.4853,0.2059,0,2.01,0,0.32,0.11,6.73,6.1,4.52,0.1594,0.5455,0.3818,0.4,0.2364,0.0441,0,0.2239,0.2388,0.0847,0.2742,1,0.7681,0.5753,0.6885,0.829,0.481,0.7608,0.361,0.154,0.4024,0.7038,0.5595,0.0143
793,2015,England,Hospital,503,101,0.2008,0.8317,0.899,0.11,0.68,0.21,0.1313,0.303,0.3333,0.2222,0.0101,2.98,0.59,0.8,0.19,6.85,6.76,3.99,0.4949,0.443,0.2911,0.2405,0.3671,0.0792,0.5,0.13,0.19,0.1282,0.2809,0.92,0.5736,0.4918,0.9744,0.939,0.571,0.8491,0.3,0.188,0.7649,0.9402,0.6651,0.1188
794,2015,England,Hospital,509,95,0.1866,0.7579,0.871,0.0323,0.7097,0.2581,0.0556,0.2333,0.4889,0.2,0.0222,1.74,0.62,0.49,0.38,6.74,5.75,3.61,0.3011,0.4384,0.2877,0.2192,0.2466,0.0543,0.4286,0.163,0.2065,0.1111,0.2184,0.846,0.7287,0.6275,0.8632,0.954,0.667,0.9232,0.095,0.143,0.6799,0.9582,0.8267,0
795,2015,England,Hospital,280,61,0.2179,1,0.8167,0.0984,0.623,0.2787,0.0517,0.2241,0.5,0.2241,0,0.05,0.33,0.06,0.06,6.52,6.22,5.09,0.1525,0.2766,0.1489,0.1489,0.1702,0.0847,0.8,0.2034,0.2203,0.05,0.2,0.913,0.6157,0.494,0.8749,0.924,0.5,0.9486,0.212,0.19,0.6051,0.9,0.7281,0
796,2015,England,Hospital,253,54,0.2134,0.9259,0.963,0.0926,0.7963,0.1111,0.037,0.2593,0.4815,0.2222,0,3,0.39,0.76,0.33,6.9,6.58,4.22,0.3962,0.3488,0.1395,0.2326,0.2558,0.0577,0.3333,0.0755,0.1132,0.1282,0.1132,0.938,0.6917,0.5743,0.9641,0.895,0.408,0.8623,0.3,0.216,0.6872,0.9271,0.6741,0
797,2015,England,Site,710,177,0.2493,0.678,0.774,0.0734,0.6384,0.2881,0.1034,0.2989,0.3621,0.1724,0.0632,1.46,0.48,0.42,0.3,6.61,6.04,3.78,0.267,0.6148,0.2667,0.4519,0.4296,0.0517,0.5556,0.0176,0.0471,0.0405,0.1839,0.642,0.1592,0.0752,0.5813,0.8,0,0.4478,0.282,0.222,0.6141,0.5355,0.1145,0.1186
798,2015,England,Hospital,535,63,0.1178,0.9206,0.9667,0.1774,0.7742,0.0484,0.0833,0.2333,0.4833,0.1833,0.0167,0.52,0.58,0.64,0.63,7,6.87,4.13,0.25,0.3333,0.2083,0.1458,0.125,0.1525,0,0.0667,0.0833,0.1111,0.1552,0.8,0.4799,0.3827,0.8234,0.9,0.378,0.8205,0.296,0.128,0.7315,0.8959,0.5856,0.0161
799,2015,England,Hospital,406,66,0.1626,0.8788,0.9219,0.0462,0.9077,0.0462,0.0984,0.3607,0.4098,0.1311,0,0.76,0.26,0.15,0.38,6.89,6.15,3.79,0.2881,0.4151,0.1887,0.2642,0.283,0,0.385,0.4426,0.4426,0.1695,0.2969,0.821,0.5453,0.3409,0.8662,0.63,0.43,0.6707,0.296,0.333,0.5354,0.9602,0.7463,0
800,2015,England,Hospital,467,86,0.1842,0.9651,0.9186,0.0814,0.8837,0.0349,0.0864,0.2469,0.3951,0.2716,0,0.95,0.72,0.36,0.31,6.42,6.33,4.63,0.1923,0.3,0.26,0.12,0.16,0.1163,0.5,0.6786,0.7976,0.0794,0.0988,0.913,0.7713,0.7177,0.8898,0.964,0.5,0.8862,0.229,0.259,0.6568,0.8833,0.6219,0.0233
801,2015,England,Hospital,600,118,0.1967,0.822,0.9322,0.0424,0.8051,0.1525,0.0508,0.339,0.3729,0.2373,0,2.22,2.01,0.19,0.4,6.8,6.51,5.61,0.6271,0.3951,0.2346,0.2222,0.3086,0.0254,0.6667,0.2966,0.3983,0.0211,0.1171,0.667,0.4051,0.4329,0.6573,0.91,0.484,0.6888,0.125,0.125,0.5576,0.7194,0.4569,0.0169
802,2015,England,Site,1238,205,0.1656,0.9317,0.6847,0.0995,0.6169,0.2836,0.0941,0.2673,0.3416,0.2723,0.0248,0.8,0.44,0.35,2.37,6.62,6.57,4.7,0.2736,0.3381,0.1079,0.295,0.2302,0.0842,0.75,0.5327,0.6131,0.0982,0.285,0.874,0.654,0.4675,0.8588,1,0.553,0.8856,0.25,0.259,0.6196,0.8585,0.7675,0.0887
803,2015,England,Hospital,201,39,0.194,0.3846,0.7632,0.0513,0.7692,0.1795,0.0256,0.5128,0.3846,0.0769,0,1.54,2.47,1.29,0.9,6.93,6.25,3.12,0.9167,0.1515,0.0909,0.0909,0.0606,0.0513,0.5,0.3846,0.8462,0.1579,0.3421,0.615,0.5687,0.2602,1,0.643,0.167,0.7928,0.357,0.364,0.4685,1,0.6182,0
804,2015,England,Hospital,926,154,0.1663,0.9675,0.8758,0.0795,0.7152,0.2053,0.0933,0.2267,0.5067,0.1533,0.02,1.86,0.49,0.62,0.84,6.92,6.78,4.45,0.22,0.322,0.1864,0.1864,0.178,0.0795,0.5385,0.1812,0.2819,0.1148,0.25,0.893,0.7135,0.5516,0.8608,1,0.412,0.8322,0.209,0.321,0.5506,0.9351,0.6777,0.0263
805,2015,England,Site,840,121,0.144,0.9256,0.8347,0.1488,0.6694,0.1818,0.0504,0.3782,0.3866,0.1849,0,1.1,1.24,0,0,6.79,6.52,4.65,0.3388,0.3656,0.2688,0.172,0.2151,0.1583,0.9444,0.3109,0.3529,0.1386,0.2453,0.814,0.6156,0.5097,0.84,0.733,0.645,0.8872,0.222,0.231,0.5509,0.8779,0.6147,0.0992
806,2015,England,Hospital,236,38,0.161,1,0.9474,0,0.7027,0.2973,0.0526,0.3684,0.3947,0.1842,0,2.62,0.32,0.76,0.26,6.93,5.98,4.08,0.5,0.6,0.4333,0.4,0.4,0.0541,0,0.4054,0.5946,0.0278,0.0833,1,0.8676,0.8043,0.5475,0.5,0.682,0.9772,0.233,0.077,0.698,0.8213,0.6418,0
807,2015,England,Hospital,325,53,0.1631,0.8868,0.9412,0.06,0.74,0.2,0.1429,0.1429,0.5102,0.1837,0.0204,1.98,0.68,0.71,0.15,6.98,6.87,4.92,0.3182,0.3529,0.0588,0.3529,0.2059,0.0408,0.5,0.2273,0.3409,0.1702,0.2708,0.827,0.5387,0.5391,0.9419,1,0.354,0.8057,0.182,0.248,0.5056,1,0.7049,0
808,2015,England,Hospital,412,90,0.2184,0.5444,0.8222,0.1,0.7444,0.1556,0.0444,0.2667,0.4889,0.1556,0.0444,1.56,0.89,0.38,0.39,6.87,6.32,3.67,0.3933,0.5395,0.3816,0.3684,0.3158,0.0667,0.4,0.0805,0.092,0.1392,0.2222,0.735,0.6078,0.5215,0.8466,0.667,0.433,0.7381,0.263,0,0.4486,0.8394,0.7064,0
809,2015,England,Hospital,554,120,0.2166,0.8833,0.9076,0.0917,0.75,0.1583,0.0924,0.2689,0.4454,0.1933,0,0.57,0.57,0.04,0.07,6.86,6.7,4.15,0.2773,0.5435,0.2609,0.3804,0.3261,0.1795,0.5652,0.1897,0.2586,0.1368,0.2035,0.684,0.471,0.3888,0.8302,0.889,0.315,0.8171,0.313,0.211,0.6214,0.73,0.5679,0.0588
810,2015,England,Hospital,944,201,0.2129,0.8955,0.8769,0.0808,0.7172,0.202,0.0518,0.2435,0.4456,0.2332,0.0259,0.42,0.3,0.08,0.42,6.35,5.62,4.13,0.3152,0.4388,0.2806,0.2158,0.2806,0.0718,0.4667,0.1082,0.2423,0.0887,0.1552,0.778,0.5661,0.4068,0.7489,1,0.227,0.7975,0.357,0.208,0.581,0.8118,0.6262,0.0505
811,2015,England,Site,549,91,0.1658,0.7802,0.8333,0.0769,0.8352,0.0879,0.0909,0.1932,0.375,0.3182,0.0227,3.11,0.71,0.32,0.16,6.8,6.43,4.75,0.2892,0.3774,0.1887,0.2264,0.2453,0.0337,0.6667,0.0575,0.092,0.093,0.1705,0.867,0.5448,0.5964,0.9129,0.846,0.471,0.8435,0.28,0.119,0.5145,0.843,0.716,0
812,2015,England,Hospital,438,115,0.2626,0.3826,0.9735,0.1239,0.7611,0.115,0.0187,0.3458,0.5421,0.0748,0.0187,0.83,0.29,0.37,0.29,6.91,6.79,4.47,0.4393,0.4271,0.2813,0.2396,0.125,0.0619,0.5,0.3423,0.3604,0.1262,0.2547,0.684,0.395,0.2944,0.8934,0.518,0.256,0.831,0.3,0.125,0.7335,0.7986,0.5519,0.0261
813,2015,England,Hospital,515,78,0.1515,0.8718,0.7273,0.1299,0.7273,0.1429,0.0921,0.25,0.3947,0.1842,0.0789,1.23,0.92,0.82,1.09,6.56,5.84,2.68,0.2933,0.5652,0.2391,0.4348,0.3478,0.1216,1,0.1571,0.1714,0.1639,0.2121,0.81,0.5596,0.5236,0.873,0.882,0.5,0.9419,0.22,0.22,0.7442,0.9498,0.7909,0.0897
814,2015,England,Hospital,128,12,0.0938,0.8333,0.25,0.0909,0.4545,0.4545,0.0833,0.1667,0.6667,0.0833,0,1.73,0,0,1.2,6.7,6.7,4.18,0.0909,0.4167,0.1667,0.25,0.1667,0.3636,1,0.3333,0.3333,0.0909,0.25,0.882,0.6204,0.524,1,0.881,0.567,0.9036,0.143,0.222,0.9036,1,0.753,0
815,2015,England,Hospital,499,101,0.2024,0.9208,0.802,0.0297,0.8218,0.1485,0.117,0.117,0.5745,0.1596,0.0319,0.44,0.38,0.05,0.06,6.88,6.73,5.04,0.2323,0.2899,0.2029,0.1304,0.1739,0.1212,0.7273,0.52,0.54,0.0326,0.1489,0.892,0.7243,0.7529,0.9125,1,0.329,0.928,0.308,0.244,0.6915,0.8626,0.795,0.01
816,2015,England,Hospital,316,73,0.231,1,0.9041,0.137,0.6849,0.1781,0.0735,0.2941,0.4706,0.1618,0,1.29,0.73,0.34,0.21,6.75,6.41,4.31,0.2754,0.48,0.26,0.3,0.3,0.1471,0.7273,0.2941,0.2941,0.1321,0.2459,0.714,0.5178,0.4024,0.7979,0.974,0.357,0.8429,0.289,0.3,0.4499,0.7598,0.5258,0.0137
817,2015,England,Hospital,543,88,0.1621,0.9545,0.875,0.0575,0.6437,0.2989,0.0114,0.3409,0.4318,0.2045,0.0114,1.85,0.41,0.2,0.33,6.68,6.35,4.5,0.2949,0.5517,0.3793,0.3103,0.2931,0.0814,0.4286,0.0941,0.0941,0.1081,0.1875,0.88,0.702,0.5017,0.777,1,0.25,0.7826,0.118,0.115,0.5537,0.827,0.6916,0.0455
818,2015,England,Hospital,421,80,0.19,0.9875,0.8205,0.038,0.7215,0.2405,0.0513,0.2436,0.4103,0.2821,0.0128,2.28,0.35,3.13,0.58,6.41,5.8,4.24,0.35,0.4694,0.3878,0.102,0.2449,0.1,0.8571,0.1818,0.1818,0.1455,0.1806,1,0.659,0.6884,0.8767,1,0.229,0.7825,0.041,0.293,0.597,0.9699,0.7362,0.0125
819,2015,England,Hospital,418,50,0.1196,0.94,0.92,0.0851,0.7234,0.1915,0.1702,0.2979,0.4043,0.1277,0,0.88,0.28,0.1,0,6.14,6.47,4.48,0.1957,0.3333,0.2593,0.2593,0.2963,0.1304,0.5,0.1667,0.2381,0.1538,0.0909,0.912,0.5893,0.389,0.7809,0.796,0.481,0.8367,0.524,0.226,0.4979,0.7948,0.5833,0
820,2015,England,Hospital,229,42,0.1834,0.9524,0.8333,0.0238,0.7619,0.2143,0.119,0.2619,0.4048,0.2143,0,1.31,0.48,0.31,0.69,6.77,5.71,4.2,0.25,0.4194,0.2903,0.1613,0.2258,0.025,0,0,0.05,0.0385,0.1471,0.75,0.7252,0.5041,0.6383,0.85,0.381,0.8337,0.3,0.128,0.5539,0.6588,0.3766,0
821,2015,England,Hospital,313,45,0.1438,0.9333,0.9556,0.0889,0.7556,0.1556,0.0227,0.3182,0.5,0.1364,0.0227,1.51,0.98,0,0.18,6.73,6.57,4.44,0.4651,0.2647,0.1765,0.1176,0.1176,0.0227,0,0.0244,0.0488,0.0333,0.1163,0.848,0.6529,0.4658,0.7723,0.75,0.481,0.8923,0.333,0.235,0.6494,1,0.5553,0.0222
822,2015,England,Hospital,443,67,0.1512,0.8955,0.9848,0.0308,0.8462,0.1231,0.1094,0.2656,0.4531,0.1719,0,0.88,0.02,0,0,6.87,6.65,4.56,0.2121,0.6471,0.2745,0.5098,0.3333,0.0308,0,0.1429,0.1786,0.1818,0.2807,0.636,0.3449,0.3679,0.8693,0.684,0.333,0.7026,0.158,0.214,0.4294,0.7876,0.633,0
823,2015,England,Hospital,880,146,0.1659,0.9863,0.8828,0.0851,0.7801,0.1348,0.1397,0.3603,0.2721,0.2206,0.0074,1.21,0.45,0.24,0.12,6.84,6.74,4.28,0.4406,0.3832,0.215,0.2991,0.2897,0.0357,0.4,0.2714,0.3357,0.0687,0.1912,0.95,0.6616,0.6484,0.937,1,0.686,0.9185,0.309,0.432,0.5971,0.9439,0.8246,0.1096
824,2015,England,Hospital,1109,217,0.1957,0.7281,0.7674,0.0741,0.7546,0.1713,0.0711,0.3507,0.4265,0.128,0.0237,1.78,0.39,0.43,0.11,6.86,6.74,3.86,0.338,0.25,0.0833,0.1944,0.1722,0.0654,0.4667,0.1748,0.199,0.1165,0.2559,0.846,0.6727,0.5838,0.8441,1,0.227,0.8991,0.2,0.205,0.7283,0.855,0.7003,0.0833
825,2015,England,Hospital,426,60,0.1408,0.9833,0.9661,0.1017,0.8814,0.0169,0.0678,0.3729,0.2712,0.2881,0,1.87,1.13,0.13,0.93,6.75,6.35,4.7,0.1404,0.4324,0.3243,0.2432,0.2973,0.1186,0.1429,0.7241,0.7414,0.102,0.1754,0.822,0.7047,0.6513,0.6224,0.842,0.453,0.8139,0.198,0.212,0.7417,0.7412,0.5604,0
826,2015,England,Hospital,388,68,0.1753,0.7647,0.9853,0.1029,0.7059,0.1912,0.0469,0.2813,0.4219,0.25,0,0.96,0.41,0.47,0.24,6.79,6.7,5.06,0.303,0.2,0.1333,0.0889,0.1111,0.0656,1,0.2679,0.3214,0.0678,0.2131,0.735,0.6016,0.376,0.6935,0.829,0.347,0.796,0.227,0.316,0.6592,0.9642,0.519,0
827,2015,England,Hospital,385,74,0.1922,1,0.9041,0.0959,0.7671,0.137,0.0714,0.3571,0.3429,0.2,0.0286,1.85,1.03,0.41,1.03,6.87,6.54,5.14,0.5211,0.1915,0.1702,0.0638,0.0851,0.0959,0.25,0.1096,0.2055,0.0909,0.197,0.889,0.6473,0.5018,1,0.902,0.512,0.9139,0.182,0.293,0.5643,0.9139,0.6513,0.0411
828,2015,England,Hospital,273,55,0.2015,1,0.9091,0.037,0.8519,0.1111,0.0926,0.3333,0.3889,0.1852,0,1.23,0.73,0,0.18,6.85,6.6,4.37,0.4,0.2632,0.1579,0.1842,0.2368,0.0727,0.2,0.2364,0.2909,0.1,0.1698,1,0.7647,0.6118,0.9266,0.902,1,0.9532,0.136,0.115,0.7037,1,0.9036,0
829,2015,England,Hospital,900,36,0.04,0.7778,0.8611,0.1471,0.5882,0.2647,0.0571,0.4857,0.3714,0.0857,0,3.64,2.44,0.33,0.81,7,6.21,4.46,0.4571,0.3667,0.2,0.1667,0.1,0.2414,0.5714,0.3333,0.4074,0.1765,0.24,0.917,0.6869,0.6493,0.8595,0.643,0.545,0.793,0.3,0.294,0.509,0.9129,0.7516,0.0857
830,2015,England,Hospital,333,68,0.2042,0.9706,0.8971,0.1029,0.7794,0.1176,0.0448,0.2687,0.4478,0.2388,0,2.1,1.6,0.38,0.23,6.96,6.6,4.42,0.4627,0.5319,0.3191,0.2766,0.3404,0.1618,0.2727,0.0735,0.0735,0.1034,0.2712,0.867,0.7056,0.7654,0.8163,0.906,0.436,0.8549,0.267,0.21,0.4942,0.7878,0.7456,0.0147
831,2015,England,Hospital,833,99,0.1188,0.8889,0.8878,0.0808,0.6364,0.2828,0.1053,0.2842,0.3474,0.2526,0.0105,1.64,0.32,0.56,0,6.51,5.99,3.33,0.2917,0.375,0.2778,0.1667,0.25,0.0918,0.3333,0.1667,0.1875,0.1515,0.1818,0.929,0.6832,0.6504,0.7106,0.63,0.372,0.8432,0.111,0.223,0.726,0.8407,0.6294,0
832,2015,England,Hospital,355,58,0.1634,0.931,0.9483,0.1053,0.7895,0.1053,0.0877,0.2982,0.4912,0.1228,0,2.53,0.6,1.26,0.9,6.7,6.21,4.01,0.2759,0.5349,0.4651,0.2093,0.3256,0.0702,1,0.1579,0.1754,0.1389,0.2558,0.95,0.62,0.5821,0.9179,1,0.514,0.9283,0.233,0.432,0.5111,0.8361,0.6723,0
833,2015,England,Hospital,502,75,0.1494,0.84,0.9067,0.1081,0.7838,0.1081,0.0533,0.32,0.4933,0.12,0.0133,1.47,0.96,0.17,1.05,6.83,6.71,5.43,0.3425,0.2069,0.1379,0.1207,0.0862,0.1333,1,0.4286,0.4444,0.0794,0.2154,1,0.8524,0.7193,0.8852,0.882,0.525,0.8176,0.103,0.273,0.7636,0.9438,0.7775,0.0267
834,2015,England,Hospital,655,41,0.0626,0.878,1,0.2,0.625,0.175,0.0789,0.2105,0.6316,0.0789,0,3.84,2.98,1.71,3.5,6.59,6.44,3.94,0.5789,0.1333,0.0667,0.1,0.0667,0.1,0.75,0.1026,0.1026,0.1481,0.2,0.92,0.4321,0.2661,1,0.653,0.6,1,0.412,0.214,0.5082,0.9007,0.741,0
835,2015,England,Hospital,489,77,0.1575,0.9091,0.8243,0.0789,0.6974,0.2237,0.0533,0.2533,0.3733,0.32,0,1.82,0.99,0.53,1.37,6.62,6.55,4.75,0.2297,0.2826,0.1304,0.2174,0.1957,0.0946,0.7143,0.0946,0.1216,0.1837,0.2623,0.862,0.9131,0.6438,0.784,1,0.496,0.8328,0.077,0.269,0.5911,0.8337,0.7534,0
836,2015,England,Hospital,513,62,0.1209,0.9677,0.9016,0.0656,0.9016,0.0328,0.0333,0.3167,0.45,0.2,0,2.88,1.1,0,1.12,6.8,6.58,4.74,0.3729,0.2917,0.1667,0.1458,0.2292,0.0678,0.75,0.1167,0.1167,0.1111,0.1321,0.794,0.5482,0.4976,0.838,0.806,0.313,0.8332,0.529,0.306,0.4821,0.8471,0.5586,0
837,2015,England,Hospital,463,76,0.1641,0.9737,0.8514,0.0667,0.7067,0.2267,0.0526,0.25,0.5658,0.0921,0.0395,0.87,0.39,0.2,0.64,6.78,6.71,3.52,0.2877,0.8125,0.7292,0.4375,0.3333,0.0658,0.2,0.1739,0.1739,0.0952,0.1351,0.962,0.8228,0.7143,0.8486,0.926,0.635,0.9693,0.245,0.222,0.3728,0.8906,0.7524,0.0132
838,2015,England,Hospital,825,141,0.1709,0.9078,0.9071,0.0929,0.7286,0.1786,0.0511,0.2336,0.4234,0.2774,0.0146,1.49,0.64,0.8,0.55,6.92,6.84,5.05,0.3139,0.2708,0.0833,0.1979,0.1042,0.1206,0.8235,0.3857,0.5,0.0444,0.1571,0.917,0.7587,0.6133,0.81,0.935,0.273,0.9104,0.179,0.452,0.6113,0.8038,0.583,0.0284
839,2015,England,Hospital,744,133,0.1788,0.9248,0.8168,0.0606,0.7955,0.1439,0.0556,0.2063,0.381,0.3492,0.0079,1.39,0.24,1.11,0.41,6.87,6.64,4.99,0.2366,0.4521,0.3014,0.2329,0.3014,0.0763,0.5833,0.9474,0.9549,0,0.112,1,0.7695,0.7673,0.904,1,0.434,0.8872,0.135,0.2,0.6412,0.8188,0.7011,0.0301
840,2015,England,Hospital,495,103,0.2081,0.6214,0.7624,0.17,0.6,0.23,0.0918,0.3163,0.4184,0.1531,0.0204,0.74,0.05,0.33,0.96,6.89,6.36,4.44,0.3043,0.4865,0.2432,0.3514,0.3378,0.1667,0.5714,0.4,0.4235,0.0649,0.2737,0.694,0.6309,0.4046,0.7356,0.84,0.369,0.7312,0.499,0.23,0.251,0.8664,0.4926,0.1386
841,2015,England,Hospital,348,64,0.1839,0.9844,0.9375,0.0938,0.7656,0.1406,0.0968,0.2581,0.3548,0.2742,0.0161,0.63,0.81,0.31,0.31,6.61,6.44,3.43,1,0.1136,0.0455,0.0909,0.0227,0.1639,0.9,0.6724,0.6724,0.1207,0.1639,0.889,0.4169,0.5037,0.5881,0.625,0.424,0.6487,0.278,0.3,0.4813,0.7516,0.6279,0.0159
842,2015,England,Hospital,371,67,0.1806,0.9552,0.8955,0.0299,0.6866,0.2836,0.0308,0.2308,0.4769,0.2462,0.0154,0.99,0.6,0.39,0.45,6.84,6.73,5.05,0.803,0.2667,0.1333,0.1778,0.1556,0.0448,0.3333,0.0299,0.0746,0.0159,0.1212,0.948,0.7009,0.7217,0.9686,0.5,0.581,0.8963,0.07,0.158,0.6153,0.9487,0.7873,0.0448
843,2015,England,Site,808,125,0.1547,0.896,0.7034,0.1207,0.7414,0.1379,0.0783,0.2957,0.4174,0.1565,0.0522,1.34,0.96,0.85,0.36,6.62,5.81,4.12,0.2743,0.4125,0.1875,0.2875,0.275,0.1795,0.5217,0.3274,0.3805,0.1064,0.2212,0.913,0.5829,0.5155,0.8035,0.941,0.268,0.8458,0.241,0.18,0.6994,0.9407,0.7286,0.1167
844,2015,England,Hospital,480,125,0.2604,0.4,0.784,0.1475,0.5164,0.3361,0.0427,0.3504,0.4103,0.1538,0.0427,2.69,0.62,0.8,0.64,6.7,6.63,4.96,0.864,0.2913,0.1262,0.1942,0.165,0.1789,0.9048,0.375,0.8,0.1034,0.187,0.739,0.5146,0.3663,0.8719,0.746,0.412,0.9019,0.636,0.367,0.5892,0.8736,0.5735,0.176
845,2015,England,Hospital,521,75,0.144,0.8267,0.8889,0.1268,0.493,0.3803,0.0141,0.2817,0.493,0.1972,0.0141,1.13,0,0.33,0.44,6.78,6.3,4.87,0.3871,0.28,0.16,0.22,0.16,0.1408,0.8,0.5352,0.5775,0.1,0.2609,0.794,0.4338,0.4164,0.7919,0.943,0.451,0.804,0.136,0.267,0.5478,0.8099,0.6402,0
846,2015,England,Hospital,591,87,0.1472,0.8621,0.9176,0.0476,0.4881,0.4643,0.0854,0.2317,0.4756,0.1463,0.061,1.61,0.37,0.07,0.21,5.89,5.33,3.75,0.2338,0.5397,0.4286,0.3016,0.3016,0.069,0,0.0349,0.0465,0.0339,0.1304,0.619,0.593,0.4094,0.6936,0.645,0.353,0.7364,0.262,0.368,0.5449,0.74,0.5291,0.0581
847,2015,England,Hospital,357,28,0.0784,0.9286,0.963,0.1429,0.75,0.1071,0.1852,0.3333,0.2963,0.1481,0.037,3.11,1.46,0,1.14,6.51,5.93,3.86,0.6667,0.7222,0.4444,0.4444,0.6111,0.0357,0.5,0.0741,0.1852,0.4,0.3333,0.72,0.665,0.5799,0.9551,0.808,0.526,0.9248,1,0.5,0.4781,1,0.6984,0.2857
848,2015,England,Hospital,430,56,0.1302,0.9107,0.7857,0.0364,0.6182,0.3455,0.0556,0.1852,0.4815,0.2037,0.0741,0.86,0.93,0.14,0.36,6.82,6.67,4.2,0.4,0.3514,0.2432,0.2703,0.2162,0.0727,0.4,0.1455,0.1818,0.1333,0.1765,0.818,0.6216,0.6536,0.8186,0.919,0.328,0.7612,0.053,0.214,0.6639,0.8853,0.7172,0
849,2015,England,Hospital,503,92,0.1829,0.9348,0.837,0.163,0.6739,0.163,0.0667,0.4111,0.3111,0.1889,0.0222,3.23,0.55,0.28,0.26,6.83,6.59,4.02,0.5114,0.3867,0.2267,0.2,0.2667,0.2308,0.0455,0.2667,0.2778,0.0805,0.2184,0.72,0.6147,0.3379,0.978,0.875,0.386,0.9458,0.221,0.25,0.5041,0.913,0.549,0.1522
850,2015,England,Hospital,593,99,0.1669,0.9596,0.9592,0.0825,0.7526,0.1649,0.043,0.2688,0.5269,0.1613,0,1.31,1.13,0.25,0.09,6.72,6.27,4.01,0.4382,0.6029,0.4853,0.2794,0.25,0.0625,0.25,0.2165,0.2474,0.125,0.1429,0.813,0.6791,0.5876,0.821,0.571,0.328,0.6752,0.176,0.129,0.5179,0.9082,0.5213,0
851,2015,England,Hospital,636,115,0.1808,0.9565,0.8435,0.1504,0.7345,0.115,0.1835,0.3303,0.3119,0.156,0.0183,2.28,1.39,0.5,0.5,6.86,6.74,5.27,0.4455,0.1724,0.0345,0.1379,0.1264,0.1304,0.9375,0.8772,0.8772,0.1481,0.1875,1,0.7121,0.6688,0.8752,1,0.419,0.9192,0.3,0.271,0.7453,0.9085,0.8178,0.0696
