audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
2015,England,Hospital,110,24,21.82%,100.00%,70.83%,4.17%,95.83%,0.00%,0.00%,26.09%,52.17%,17.39%,4.35%,3.4,2.5,0.79,0.33,6.94,6.94,5.06,66.67%,31.58%,21.05%,15.79%,21.05%,4.17%,100.00%,18.18%,18.18%,5.88%,18.18%,N/A,79.83%,74.16%,85.53%,N/A,N/A,100.00%,N/A,N/A,48.16%,100.00%,100.00%,0.00%
2015,England,Hospital,658,88,13.37%,85.23%,90.80%,12.50%,75.00%,12.50%,4.82%,30.12%,43.37%,19.28%,2.41%,0.68,0.84,0.34,0.29,6.72,6.42,4.76,26.25%,33.33%,25.76%,13.64%,21.21%,12.64%,50.00%,46.99%,49.40%,8.06%,15.58%,N/A,62.70%,48.25%,87.42%,N/A,N/A,75.72%,N/A,N/A,74.14%,80.87%,70.37%,1.14%
2015,England,Site,499,118,23.65%,75.42%,94.78%,15.79%,80.70%,3.51%,5.26%,24.56%,51.75%,18.42%,0.00%,1.89,0.58,0.5,0.48,6.77,6.72,4.27,30.17%,30.68%,11.36%,27.27%,18.18%,16.24%,90.48%,22.32%,25.00%,6.52%,19.44%,N/A,64.05%,54.21%,75.37%,N/A,N/A,85.81%,N/A,N/A,72.56%,86.38%,74.39%,0.86%
2015,England,Hospital,288,35,12.15%,97.14%,82.86%,11.76%,73.53%,14.71%,5.71%,22.86%,54.29%,17.14%,0.00%,5.14,0,1.5,0.43,6.53,5.31,3.44,46.88%,36.00%,12.00%,24.00%,16.00%,2.86%,100.00%,10.71%,10.71%,3.57%,13.33%,N/A,61.12%,53.78%,100.00%,N/A,N/A,100.00%,N/A,N/A,61.59%,100.00%,88.93%,2.86%
2015,England,Hospital,264,42,15.91%,92.86%,92.68%,7.50%,80.00%,12.50%,2.38%,11.90%,73.81%,11.90%,0.00%,1.38,0.44,0.36,0,6.95,6.79,4.99,43.90%,28.57%,21.43%,14.29%,10.71%,4.88%,0.00%,2.44%,4.88%,9.68%,16.22%,N/A,78.03%,73.37%,89.22%,N/A,N/A,78.23%,N/A,N/A,56.32%,71.97%,58.37%,2.44%
2015,England,Hospital,302,91,30.13%,68.13%,86.67%,1.10%,86.81%,12.09%,3.33%,24.44%,46.67%,22.22%,3.33%,0.61,0.05,0.04,0.04,6.91,6.69,4.22,18.18%,53.73%,32.84%,46.27%,25.37%,5.56%,28.57%,91.11%,96.67%,12.94%,30.68%,N/A,55.74%,48.57%,87.58%,N/A,N/A,86.31%,N/A,N/A,56.16%,88.11%,79.70%,3.30%
2015,England,Hospital,536,67,12.50%,89.55%,93.94%,7.58%,78.79%,13.64%,9.84%,24.59%,44.26%,21.31%,0.00%,1.42,0.66,0.78,0,6.64,6.26,4.23,12.73%,54.35%,41.30%,30.43%,36.96%,1.56%,0.00%,9.68%,11.29%,12.50%,13.11%,N/A,57.85%,52.57%,76.60%,N/A,N/A,77.99%,N/A,N/A,50.42%,75.99%,69.95%,4.62%
2015,England,Hospital,385,82,21.30%,87.80%,93.90%,11.25%,73.75%,15.00%,13.75%,21.25%,50.00%,13.75%,1.25%,1.22,0.68,0.23,0.05,6.63,6.35,4.54,36.71%,31.34%,16.42%,17.91%,20.90%,1.25%,0.00%,6.17%,9.88%,11.76%,24.00%,N/A,61.52%,40.53%,81.74%,N/A,N/A,76.60%,N/A,N/A,42.10%,87.28%,63.74%,0.00%
2015,England,Hospital,98,14,14.29%,92.86%,85.71%,7.14%,85.71%,7.14%,0.00%,21.43%,35.71%,42.86%,0.00%,3.29,0.86,0,0,6.05,5.05,3.09,0.00%,71.43%,57.14%,42.86%,28.57%,0.00%,,35.71%,35.71%,8.33%,7.69%,N/A,65.94%,55.15%,100.00%,N/A,N/A,100.00%,N/A,N/A,46.11%,100.00%,58.53%,0.00%
2015,England,Hospital,459,76,16.56%,93.42%,82.89%,5.26%,77.63%,17.11%,7.89%,25.00%,44.74%,22.37%,0.00%,2.55,1.25,0.47,0.59,6.5,6.32,5.01,25.00%,18.97%,10.34%,13.79%,6.90%,7.89%,66.67%,41.89%,41.89%,1.75%,9.59%,N/A,67.02%,67.74%,78.88%,N/A,N/A,87.11%,N/A,N/A,56.05%,88.11%,58.21%,2.63%
2015,England,Site,873,164,18.79%,70.73%,65.19%,18.87%,52.83%,28.30%,7.64%,38.22%,40.76%,12.10%,1.27%,1.77,1.32,0.41,0.9,6.83,6.56,4.94,36.17%,26.83%,11.38%,21.95%,18.70%,18.71%,86.21%,34.21%,39.47%,10.20%,15.60%,N/A,63.05%,51.19%,91.78%,N/A,N/A,74.66%,N/A,N/A,62.10%,81.37%,69.01%,11.11%
2015,England,Hospital,55,9,16.36%,100.00%,0.00%,0.00%,55.56%,44.44%,0.00%,22.22%,66.67%,11.11%,0.00%,3.56,2.28,0.56,0.39,7,7,4.78,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,,66.67%,66.67%,0.00%,0.00%,N/A,100.00%,27.97%,100.00%,N/A,N/A,100.00%,N/A,N/A,39.79%,100.00%,72.03%,0.00%
2015,England,Hospital,315,71,22.54%,32.39%,56.52%,2.90%,84.06%,13.04%,8.45%,39.44%,40.85%,9.86%,1.41%,0.61,0.18,0,0.15,6.93,6.93,4.51,34.43%,25.00%,1.67%,23.33%,20.00%,11.59%,37.50%,22.39%,29.85%,6.00%,18.84%,N/A,61.91%,36.87%,94.35%,N/A,N/A,87.92%,N/A,N/A,57.53%,93.28%,69.84%,44.93%
2015,England,Hospital,253,42,16.60%,100.00%,83.33%,9.52%,76.19%,14.29%,2.38%,26.19%,42.86%,28.57%,0.00%,2.4,0.86,0.61,5.62,6.71,6.15,3.89,30.95%,53.13%,40.63%,34.38%,34.38%,7.14%,100.00%,16.67%,21.43%,14.81%,34.48%,N/A,80.68%,59.74%,91.98%,N/A,N/A,70.78%,N/A,N/A,64.12%,56.85%,40.75%,0.00%
2015,England,Hospital,224,41,18.30%,100.00%,89.74%,4.88%,75.61%,19.51%,2.44%,26.83%,43.90%,26.83%,0.00%,2.2,0.49,0.73,0.48,6.81,6.52,4.84,30.56%,50.00%,20.83%,33.33%,25.00%,7.69%,50.00%,5.13%,7.69%,5.26%,28.95%,N/A,53.36%,56.72%,68.81%,N/A,N/A,79.08%,N/A,N/A,79.15%,77.30%,76.89%,0.00%
2015,England,Site,371,93,25.07%,56.99%,89.13%,4.35%,80.43%,15.22%,3.57%,25.00%,55.95%,15.48%,0.00%,1.4,0.49,0.04,0.52,7,6.9,5.03,29.67%,26.87%,5.97%,20.90%,10.45%,1.09%,50.00%,7.61%,7.61%,10.39%,26.19%,N/A,59.51%,68.19%,83.55%,N/A,N/A,82.42%,N/A,N/A,70.63%,85.91%,73.08%,2.17%
2015,England,Hospital,187,33,17.65%,96.97%,84.85%,6.06%,87.88%,6.06%,9.38%,43.75%,28.13%,12.50%,6.25%,2.76,0.76,0,0.7,6.28,6.32,3.98,92.86%,55.00%,40.00%,40.00%,40.00%,12.50%,0.00%,40.63%,81.25%,4.00%,15.38%,N/A,63.66%,81.67%,82.61%,N/A,N/A,97.22%,N/A,N/A,56.13%,82.57%,89.32%,0.00%
2015,England,Hospital,279,53,19.00%,47.17%,69.81%,11.32%,79.25%,9.43%,1.89%,30.19%,60.38%,7.55%,0.00%,2.81,0.72,1.34,1.13,6.68,6.4,3.89,66.04%,43.18%,11.36%,36.36%,27.27%,20.75%,72.73%,48.08%,63.46%,8.00%,24.53%,N/A,59.46%,42.41%,72.39%,N/A,N/A,73.39%,N/A,N/A,51.15%,66.06%,52.25%,1.89%
2015,England,Hospital,155,28,18.06%,100.00%,92.86%,3.57%,71.43%,25.00%,3.57%,21.43%,42.86%,28.57%,3.57%,1.5,0.43,0.09,0.55,7,7,5.55,28.57%,21.74%,4.35%,17.39%,17.39%,14.29%,100.00%,57.14%,57.14%,7.69%,7.41%,N/A,83.33%,59.18%,100.00%,N/A,N/A,69.61%,N/A,N/A,84.26%,69.61%,69.43%,0.00%
2015,England,Hospital,96,23,23.96%,95.65%,95.65%,0.00%,78.26%,21.74%,0.00%,26.09%,52.17%,21.74%,0.00%,3.48,0.43,3.48,0,6.95,6.48,5.95,26.32%,0.00%,0.00%,0.00%,0.00%,8.70%,100.00%,8.70%,8.70%,0.00%,13.04%,N/A,85.61%,77.40%,82.85%,N/A,N/A,89.88%,N/A,N/A,47.63%,92.39%,49.09%,0.00%
2015,England,Hospital,348,49,14.08%,75.51%,89.58%,24.49%,51.02%,24.49%,8.33%,22.92%,52.08%,16.67%,0.00%,0.61,0.86,1.52,0.9,6.21,6.08,4.59,41.30%,36.11%,22.22%,13.89%,16.67%,29.79%,73.33%,44.68%,44.68%,11.90%,13.95%,N/A,62.48%,57.85%,95.95%,N/A,N/A,92.14%,N/A,N/A,77.60%,86.13%,61.39%,2.04%
2015,England,Site,1015,160,15.76%,96.25%,84.11%,8.67%,68.67%,22.67%,6.67%,26.00%,46.00%,18.67%,2.67%,1.58,0.87,0.79,0.86,6.68,6.41,5.03,40.27%,45.10%,31.37%,20.59%,16.67%,9.87%,62.50%,17.11%,36.84%,12.00%,32.53%,N/A,71.32%,67.04%,95.69%,N/A,N/A,93.94%,N/A,N/A,74.90%,90.91%,79.06%,5.19%
2015,England,Hospital,504,86,17.06%,96.51%,95.35%,9.30%,76.74%,13.95%,5.88%,24.71%,44.71%,24.71%,0.00%,1.77,0.91,0.27,0.81,6.91,6.58,5.14,87.21%,34.38%,17.19%,18.75%,18.75%,2.33%,100.00%,79.07%,90.70%,7.06%,12.79%,N/A,75.34%,79.39%,82.90%,N/A,N/A,93.34%,N/A,N/A,61.69%,67.82%,56.79%,2.33%
2015,England,Hospital,717,116,16.18%,94.83%,78.26%,11.30%,66.09%,22.61%,8.77%,29.82%,42.11%,17.54%,1.75%,0.88,0.88,0.17,0.32,6.77,6.31,4.45,32.11%,30.00%,23.75%,13.75%,16.25%,10.81%,38.46%,10.71%,11.61%,9.57%,14.95%,N/A,63.16%,56.20%,94.62%,N/A,N/A,88.50%,N/A,N/A,66.73%,89.74%,73.19%,6.14%
2015,England,Hospital,381,69,18.11%,95.65%,86.96%,11.59%,59.42%,28.99%,7.58%,31.82%,34.85%,25.76%,0.00%,1.01,0.78,0,0.12,7,6.98,4.81,41.18%,17.65%,5.88%,15.69%,13.73%,7.35%,40.00%,80.88%,82.35%,6.12%,10.00%,N/A,87.81%,56.87%,80.80%,N/A,N/A,79.36%,N/A,N/A,45.05%,100.00%,73.97%,2.99%
2015,England,Hospital,645,93,14.42%,89.25%,84.78%,4.35%,73.91%,21.74%,7.87%,26.97%,39.33%,25.84%,0.00%,1.12,0.02,0,0.74,6.97,6.77,4.78,24.73%,28.57%,11.11%,23.81%,19.05%,7.95%,57.14%,16.05%,24.69%,9.46%,26.58%,N/A,76.34%,50.20%,77.30%,N/A,N/A,88.68%,N/A,N/A,52.77%,83.87%,77.40%,1.09%
2015,England,Hospital,225,45,20.00%,95.56%,88.89%,13.33%,84.44%,2.22%,7.32%,41.46%,34.15%,17.07%,0.00%,1.42,0.29,0.13,0.27,7,6.95,4.08,26.67%,37.14%,34.29%,8.57%,31.43%,13.64%,0.00%,20.45%,20.45%,15.63%,22.22%,N/A,34.56%,38.38%,85.49%,N/A,N/A,100.00%,N/A,N/A,61.70%,100.00%,39.40%,11.11%
2015,England,Hospital,446,81,18.16%,93.83%,97.50%,11.69%,77.92%,10.39%,2.53%,35.44%,39.24%,22.78%,0.00%,0.46,0.43,0.05,0.15,6.8,6.72,5.39,26.58%,44.23%,21.15%,28.85%,23.08%,8.86%,55.56%,10.39%,14.29%,9.23%,18.92%,N/A,54.52%,66.70%,66.00%,N/A,N/A,83.81%,N/A,N/A,46.93%,80.88%,52.05%,1.23%
2015,England,Hospital,255,42,16.47%,54.76%,90.48%,11.90%,64.29%,23.81%,12.20%,24.39%,43.90%,14.63%,4.88%,0.77,1.38,0.19,0.1,6.76,6.41,3.86,48.78%,39.39%,18.18%,30.30%,27.27%,0.00%,,25.64%,28.21%,9.09%,20.00%,N/A,73.96%,61.82%,80.34%,N/A,N/A,89.96%,N/A,N/A,69.26%,85.27%,71.20%,2.38%
2015,England,Hospital,721,137,19.00%,58.39%,72.99%,6.62%,66.18%,27.21%,2.29%,39.69%,40.46%,13.74%,3.82%,1.89,0.21,0.55,1.75,6.7,6.51,4.78,45.19%,33.03%,14.68%,23.85%,23.85%,15.15%,80.95%,25.20%,26.77%,8.47%,26.56%,N/A,68.26%,60.79%,83.18%,N/A,N/A,71.22%,N/A,N/A,50.15%,85.11%,73.28%,5.93%
2015,England,Hospital,479,68,14.20%,97.06%,91.18%,4.41%,75.00%,20.59%,4.69%,25.00%,53.13%,17.19%,0.00%,1.45,0.57,0.38,0.39,6.91,6.63,4.5,27.27%,52.00%,20.00%,38.00%,26.00%,2.94%,25.00%,1.49%,4.48%,17.02%,23.08%,N/A,60.02%,60.07%,80.64%,N/A,N/A,81.84%,N/A,N/A,48.27%,84.84%,68.38%,0.00%
2015,England,Hospital,287,44,15.33%,79.55%,84.09%,11.90%,73.81%,14.29%,11.63%,30.23%,32.56%,25.58%,0.00%,1.59,1,0.68,0.09,6.83,6.68,4.13,14.63%,44.83%,10.34%,37.93%,31.03%,9.52%,50.00%,7.14%,11.90%,18.18%,23.26%,N/A,73.03%,68.28%,91.42%,N/A,N/A,81.03%,N/A,N/A,72.47%,80.96%,63.79%,0.00%
2015,England,Site,1458,246,16.87%,84.15%,86.36%,7.79%,72.95%,19.26%,7.63%,29.66%,38.56%,19.49%,4.66%,0.61,0.55,0.28,0.33,6.79,6.65,4.33,18.50%,38.01%,17.54%,28.65%,24.56%,8.61%,56.52%,59.23%,65.24%,9.45%,19.27%,N/A,58.58%,49.78%,91.89%,N/A,N/A,88.65%,N/A,N/A,56.32%,95.81%,69.84%,3.27%
2015,England,Hospital,231,45,19.48%,57.78%,65.91%,0.00%,40.00%,60.00%,3.03%,18.18%,48.48%,24.24%,6.06%,4.13,1.27,1.24,0.49,6.85,6.72,4.64,15.00%,53.13%,34.38%,25.00%,28.13%,2.38%,50.00%,47.62%,47.62%,8.11%,14.63%,N/A,24.42%,42.77%,78.52%,N/A,N/A,92.85%,N/A,N/A,47.65%,89.80%,80.05%,13.64%
2015,England,Hospital,683,129,18.89%,72.09%,92.06%,16.80%,63.20%,20.00%,7.38%,32.79%,39.34%,20.49%,0.00%,0.52,0.26,0.06,0.03,6.86,6.43,4.83,26.40%,38.46%,17.95%,26.92%,26.92%,13.01%,82.35%,75.21%,78.51%,14.81%,27.52%,N/A,44.52%,41.55%,68.37%,N/A,N/A,74.44%,N/A,N/A,66.86%,82.60%,48.46%,0.79%
2015,England,Hospital,410,56,13.66%,96.43%,94.64%,10.71%,76.79%,12.50%,5.66%,28.30%,49.06%,15.09%,1.89%,0.09,0.64,0.63,0.42,6.85,6.51,4.08,16.67%,37.78%,11.11%,31.11%,15.56%,16.00%,0.00%,30.00%,30.00%,13.33%,28.57%,N/A,52.31%,61.68%,68.97%,N/A,N/A,90.45%,N/A,N/A,51.44%,71.39%,55.81%,1.79%
2015,England,Hospital,445,70,15.73%,95.71%,87.14%,1.43%,87.14%,11.43%,7.35%,23.53%,48.53%,20.59%,0.00%,2.01,0,0.32,0.11,6.73,6.1,4.52,15.94%,54.55%,38.18%,40.00%,23.64%,4.41%,0.00%,22.39%,23.88%,8.47%,27.42%,N/A,76.81%,57.53%,68.85%,N/A,N/A,76.08%,N/A,N/A,40.24%,70.38%,55.95%,1.43%
2015,England,Hospital,503,101,20.08%,83.17%,89.90%,11.00%,68.00%,21.00%,13.13%,30.30%,33.33%,22.22%,1.01%,2.98,0.59,0.8,0.19,6.85,6.76,3.99,49.49%,44.30%,29.11%,24.05%,36.71%,7.92%,50.00%,13.00%,19.00%,12.82%,28.09%,N/A,57.36%,49.18%,97.44%,N/A,N/A,84.91%,N/A,N/A,76.49%,94.02%,66.51%,11.88%
2015,England,Hospital,509,95,18.66%,75.79%,87.10%,3.23%,70.97%,25.81%,5.56%,23.33%,48.89%,20.00%,2.22%,1.74,0.62,0.49,0.38,6.74,5.75,3.61,30.11%,43.84%,28.77%,21.92%,24.66%,5.43%,42.86%,16.30%,20.65%,11.11%,21.84%,N/A,72.87%,62.75%,86.32%,N/A,N/A,92.32%,N/A,N/A,67.99%,95.82%,82.67%,0.00%
2015,England,Hospital,280,61,21.79%,100.00%,81.67%,9.84%,62.30%,27.87%,5.17%,22.41%,50.00%,22.41%,0.00%,0.05,0.33,0.06,0.06,6.52,6.22,5.09,15.25%,27.66%,14.89%,14.89%,17.02%,8.47%,80.00%,20.34%,22.03%,5.00%,20.00%,N/A,61.57%,49.40%,87.49%,N/A,N/A,94.86%,N/A,N/A,60.51%,90.00%,72.81%,0.00%
2015,England,Hospital,253,54,21.34%,92.59%,96.30%,9.26%,79.63%,11.11%,3.70%,25.93%,48.15%,22.22%,0.00%,3,0.39,0.76,0.33,6.9,6.58,4.22,39.62%,34.88%,13.95%,23.26%,25.58%,5.77%,33.33%,7.55%,11.32%,12.82%,11.32%,N/A,69.17%,57.43%,96.41%,N/A,N/A,86.23%,N/A,N/A,68.72%,92.71%,67.41%,0.00%
2015,England,Site,710,177,24.93%,67.80%,77.40%,7.34%,63.84%,28.81%,10.34%,29.89%,36.21%,17.24%,6.32%,1.46,0.48,0.42,0.3,6.61,6.04,3.78,26.70%,61.48%,26.67%,45.19%,42.96%,5.17%,55.56%,1.76%,4.71%,4.05%,18.39%,N/A,15.92%,7.52%,58.13%,N/A,N/A,44.78%,N/A,N/A,61.41%,53.55%,11.45%,11.86%
2015,England,Hospital,535,63,11.78%,92.06%,96.67%,17.74%,77.42%,4.84%,8.33%,23.33%,48.33%,18.33%,1.67%,0.52,0.58,0.64,0.63,7,6.87,4.13,25.00%,33.33%,20.83%,14.58%,12.50%,15.25%,0.00%,6.67%,8.33%,11.11%,15.52%,N/A,47.99%,38.27%,82.34%,N/A,N/A,82.05%,N/A,N/A,73.15%,89.59%,58.56%,1.61%
2015,England,Hospital,406,66,16.26%,87.88%,92.19%,4.62%,90.77%,4.62%,9.84%,36.07%,40.98%,13.11%,0.00%,0.76,0.26,0.15,0.38,6.89,6.15,3.79,28.81%,41.51%,18.87%,26.42%,28.30%,0.00%,,44.26%,44.26%,16.95%,29.69%,N/A,54.53%,34.09%,86.62%,N/A,N/A,67.07%,N/A,N/A,53.54%,96.02%,74.63%,0.00%
2015,England,Hospital,467,86,18.42%,96.51%,91.86%,8.14%,88.37%,3.49%,8.64%,24.69%,39.51%,27.16%,0.00%,0.95,0.72,0.36,0.31,6.42,6.33,4.63,19.23%,30.00%,26.00%,12.00%,16.00%,11.63%,50.00%,67.86%,79.76%,7.94%,9.88%,N/A,77.13%,71.77%,88.98%,N/A,N/A,88.62%,N/A,N/A,65.68%,88.33%,62.19%,2.33%
2015,England,Hospital,600,118,19.67%,82.20%,93.22%,4.24%,80.51%,15.25%,5.08%,33.90%,37.29%,23.73%,0.00%,2.22,2.01,0.19,0.4,6.8,6.51,5.61,62.71%,39.51%,23.46%,22.22%,30.86%,2.54%,66.67%,29.66%,39.83%,2.11%,11.71%,N/A,40.51%,43.29%,65.73%,N/A,N/A,68.88%,N/A,N/A,55.76%,71.94%,45.69%,1.69%
2015,England,Site,1238,205,16.56%,93.17%,68.47%,9.95%,61.69%,28.36%,9.41%,26.73%,34.16%,27.23%,2.48%,0.8,0.44,0.35,2.37,6.62,6.57,4.7,27.36%,33.81%,10.79%,29.50%,23.02%,8.42%,75.00%,53.27%,61.31%,9.82%,28.50%,N/A,65.40%,46.75%,85.88%,N/A,N/A,88.56%,N/A,N/A,61.96%,85.85%,76.75%,8.87%
2015,England,Hospital,201,39,19.40%,38.46%,76.32%,5.13%,76.92%,17.95%,2.56%,51.28%,38.46%,7.69%,0.00%,1.54,2.47,1.29,0.9,6.93,6.25,3.12,91.67%,15.15%,9.09%,9.09%,6.06%,5.13%,50.00%,38.46%,84.62%,15.79%,34.21%,N/A,56.87%,26.02%,100.00%,N/A,N/A,79.28%,N/A,N/A,46.85%,100.00%,61.82%,0.00%
2015,England,Hospital,926,154,16.63%,96.75%,87.58%,7.95%,71.52%,20.53%,9.33%,22.67%,50.67%,15.33%,2.00%,1.86,0.49,0.62,0.84,6.92,6.78,4.45,22.00%,32.20%,18.64%,18.64%,17.80%,7.95%,53.85%,18.12%,28.19%,11.48%,25.00%,N/A,71.35%,55.16%,86.08%,N/A,N/A,83.22%,N/A,N/A,55.06%,93.51%,67.77%,2.63%
2015,England,Site,840,121,14.40%,92.56%,83.47%,14.88%,66.94%,18.18%,5.04%,37.82%,38.66%,18.49%,0.00%,1.1,1.24,0,0,6.79,6.52,4.65,33.88%,36.56%,26.88%,17.20%,21.51%,15.83%,94.44%,31.09%,35.29%,13.86%,24.53%,N/A,61.56%,50.97%,84.00%,N/A,N/A,88.72%,N/A,N/A,55.09%,87.79%,61.47%,9.92%
2015,England,Hospital,236,38,16.10%,100.00%,94.74%,0.00%,70.27%,29.73%,5.26%,36.84%,39.47%,18.42%,0.00%,2.62,0.32,0.76,0.26,6.93,5.98,4.08,50.00%,60.00%,43.33%,40.00%,40.00%,5.41%,0.00%,40.54%,59.46%,2.78%,8.33%,N/A,86.76%,80.43%,54.75%,N/A,N/A,97.72%,N/A,N/A,69.80%,82.13%,64.18%,0.00%
2015,England,Hospital,325,53,16.31%,88.68%,94.12%,6.00%,74.00%,20.00%,14.29%,14.29%,51.02%,18.37%,2.04%,1.98,0.68,0.71,0.15,6.98,6.87,4.92,31.82%,35.29%,5.88%,35.29%,20.59%,4.08%,50.00%,22.73%,34.09%,17.02%,27.08%,N/A,53.87%,53.91%,94.19%,N/A,N/A,80.57%,N/A,N/A,50.56%,100.00%,70.49%,0.00%
2015,England,Hospital,412,90,21.84%,54.44%,82.22%,10.00%,74.44%,15.56%,4.44%,26.67%,48.89%,15.56%,4.44%,1.56,0.89,0.38,0.39,6.87,6.32,3.67,39.33%,53.95%,38.16%,36.84%,31.58%,6.67%,40.00%,8.05%,9.20%,13.92%,22.22%,N/A,60.78%,52.15%,84.66%,N/A,N/A,73.81%,N/A,N/A,44.86%,83.94%,70.64%,0.00%
2015,England,Hospital,554,120,21.66%,88.33%,90.76%,9.17%,75.00%,15.83%,9.24%,26.89%,44.54%,19.33%,0.00%,0.57,0.57,0.04,0.07,6.86,6.7,4.15,27.73%,54.35%,26.09%,38.04%,32.61%,17.95%,56.52%,18.97%,25.86%,13.68%,20.35%,N/A,47.10%,38.88%,83.02%,N/A,N/A,81.71%,N/A,N/A,62.14%,73.00%,56.79%,5.88%
2015,England,Hospital,944,201,21.29%,89.55%,87.69%,8.08%,71.72%,20.20%,5.18%,24.35%,44.56%,23.32%,2.59%,0.42,0.3,0.08,0.42,6.35,5.62,4.13,31.52%,43.88%,28.06%,21.58%,28.06%,7.18%,46.67%,10.82%,24.23%,8.87%,15.52%,N/A,56.61%,40.68%,74.89%,N/A,N/A,79.75%,N/A,N/A,58.10%,81.18%,62.62%,5.05%
2015,England,Site,549,91,16.58%,78.02%,83.33%,7.69%,83.52%,8.79%,9.09%,19.32%,37.50%,31.82%,2.27%,3.11,0.71,0.32,0.16,6.8,6.43,4.75,28.92%,37.74%,18.87%,22.64%,24.53%,3.37%,66.67%,5.75%,9.20%,9.30%,17.05%,N/A,54.48%,59.64%,91.29%,N/A,N/A,84.35%,N/A,N/A,51.45%,84.30%,71.60%,0.00%
2015,England,Hospital,438,115,26.26%,38.26%,97.35%,12.39%,76.11%,11.50%,1.87%,34.58%,54.21%,7.48%,1.87%,0.83,0.29,0.37,0.29,6.91,6.79,4.47,43.93%,42.71%,28.13%,23.96%,12.50%,6.19%,50.00%,34.23%,36.04%,12.62%,25.47%,N/A,39.50%,29.44%,89.34%,N/A,N/A,83.10%,N/A,N/A,73.35%,79.86%,55.19%,2.61%
2015,England,Hospital,515,78,15.15%,87.18%,72.73%,12.99%,72.73%,14.29%,9.21%,25.00%,39.47%,18.42%,7.89%,1.23,0.92,0.82,1.09,6.56,5.84,2.68,29.33%,56.52%,23.91%,43.48%,34.78%,12.16%,100.00%,15.71%,17.14%,16.39%,21.21%,N/A,55.96%,52.36%,87.30%,N/A,N/A,94.19%,N/A,N/A,74.42%,94.98%,79.09%,8.97%
2015,England,Hospital,128,12,9.38%,83.33%,25.00%,9.09%,45.45%,45.45%,8.33%,16.67%,66.67%,8.33%,0.00%,1.73,0,0,1.2,6.7,6.7,4.18,9.09%,41.67%,16.67%,25.00%,16.67%,36.36%,100.00%,33.33%,33.33%,9.09%,25.00%,N/A,62.04%,52.40%,100.00%,N/A,N/A,90.36%,N/A,N/A,90.36%,100.00%,75.30%,0.00%
2015,England,Hospital,499,101,20.24%,92.08%,80.20%,2.97%,82.18%,14.85%,11.70%,11.70%,57.45%,15.96%,3.19%,0.44,0.38,0.05,0.06,6.88,6.73,5.04,23.23%,28.99%,20.29%,13.04%,17.39%,12.12%,72.73%,52.00%,54.00%,3.26%,14.89%,N/A,72.43%,75.29%,91.25%,N/A,N/A,92.80%,N/A,N/A,69.15%,86.26%,79.50%,1.00%
2015,England,Hospital,316,73,23.10%,100.00%,90.41%,13.70%,68.49%,17.81%,7.35%,29.41%,47.06%,16.18%,0.00%,1.29,0.73,0.34,0.21,6.75,6.41,4.31,27.54%,48.00%,26.00%,30.00%,30.00%,14.71%,72.73%,29.41%,29.41%,13.21%,24.59%,N/A,51.78%,40.24%,79.79%,N/A,N/A,84.29%,N/A,N/A,44.99%,75.98%,52.58%,1.37%
2015,England,Hospital,543,88,16.21%,95.45%,87.50%,5.75%,64.37%,29.89%,1.14%,34.09%,43.18%,20.45%,1.14%,1.85,0.41,0.2,0.33,6.68,6.35,4.5,29.49%,55.17%,37.93%,31.03%,29.31%,8.14%,42.86%,9.41%,9.41%,10.81%,18.75%,N/A,70.20%,50.17%,77.70%,N/A,N/A,78.26%,N/A,N/A,55.37%,82.70%,69.16%,4.55%
2015,England,Hospital,421,80,19.00%,98.75%,82.05%,3.80%,72.15%,24.05%,5.13%,24.36%,41.03%,28.21%,1.28%,2.28,0.35,3.13,0.58,6.41,5.8,4.24,35.00%,46.94%,38.78%,10.20%,24.49%,10.00%,85.71%,18.18%,18.18%,14.55%,18.06%,N/A,65.90%,68.84%,87.67%,N/A,N/A,78.25%,N/A,N/A,59.70%,96.99%,73.62%,1.25%
